accx,accy,accz
0.8233,-0.1102,0.2101
0.817,-0.1053,0.2103
0.8094,-0.0992,0.2089
0.8025,-0.0923,0.2077
0.7962,-0.0855,0.206
0.7881,-0.0782,0.2025
0.7788,-0.0708,0.1984
0.771,-0.0635,0.194
0.7649,-0.0562,0.1891
0.76,-0.0493,0.1847
0.7552,-0.0437,0.1793
0.7498,-0.0371,0.1742
0.7434,-0.0303,0.1705
0.7378,-0.0242,0.1681
0.7334,-0.0195,0.1664
0.729,-0.0151,0.1654
0.7241,-0.011,0.1642
0.7185,-0.0076,0.1632
0.7136,-0.0054,0.1625
0.7092,-0.0054,0.1622
0.7056,-0.0061,0.162
0.7009,-0.0061,0.1639
0.6973,-0.0066,0.1664
0.6941,-0.0078,0.1686
0.6921,-0.01,0.1713
0.6897,-0.0127,0.1747
0.6885,-0.0149,0.1796
0.6882,-0.0169,0.184
0.6892,-0.0191,0.1896
0.6914,-0.0208,0.1964
0.6938,-0.0222,0.2035
0.6973,-0.0239,0.2113
0.7014,-0.0252,0.2182
0.7065,-0.0254,0.2243
0.7114,-0.0252,0.2292
0.7161,-0.0249,0.2318
0.7202,-0.0244,0.234
0.7244,-0.0244,0.2348
0.7302,-0.0244,0.234
0.7356,-0.0247,0.2323
0.74,-0.0247,0.2304
0.7434,-0.0244,0.2257
0.7468,-0.0249,0.2187
0.7493,-0.0252,0.2099
0.7512,-0.0244,0.2001
0.7532,-0.0235,0.1888
0.7549,-0.022,0.1761
0.7554,-0.0213,0.1644
0.7542,-0.021,0.1532
0.7525,-0.0203,0.1422
0.75,-0.0198,0.1314
0.7471,-0.0181,0.1224
0.7434,-0.0161,0.1136
0.74,-0.0142,0.1063
0.7368,-0.0127,0.1014
0.7324,-0.0105,0.0982
0.7266,-0.0073,0.0982
0.7217,-0.0039,0.0999
0.7175,0.001,0.1036
0.7141,0.0054,0.1085
0.7097,0.0086,0.1143
0.7065,0.011,0.1214
0.7046,0.0122,0.1302
0.7036,0.0129,0.1412
0.7029,0.0139,0.1539
0.7026,0.0144,0.1676
0.7029,0.0147,0.1827
0.7038,0.0154,0.1996
0.7051,0.0166,0.2169
0.707,0.0181,0.2345
0.7102,0.0198,0.2531
0.7139,0.021,0.2724
0.7178,0.022,0.2915
0.7217,0.0225,0.3095
0.7261,0.0215,0.3259
0.7319,0.0203,0.3425
0.7385,0.0186,0.3567
0.7461,0.0169,0.3677
0.7532,0.0144,0.3765
0.7617,0.011,0.3845
0.771,0.0066,0.3911
0.7823,0.0017,0.3946
0.7942,-0.0034,0.395
0.8062,-0.0093,0.3928
0.8182,-0.0159,0.3892
0.8324,-0.0227,0.3828
0.8475,-0.0296,0.3745
0.8624,-0.0369,0.3643
0.8758,-0.0454,0.352
0.8881,-0.0545,0.3384
0.9005,-0.063,0.322
0.9125,-0.0713,0.3049
0.9254,-0.0801,0.2868
0.9379,-0.0884,0.2673
0.9508,-0.0965,0.2465
0.965,-0.1048,0.2248
0.9797,-0.1112,0.2018
0.9958,-0.1173,0.1783
1.0136,-0.1248,0.1549
1.0337,-0.1317,0.1319
1.0556,-0.1383,0.1087
1.0793,-0.1444,0.0865
1.1043,-0.1505,0.0652
1.1319,-0.1556,0.0437
1.1607,-0.161,0.023
1.1876,-0.1654,0.0015
1.2162,-0.1703,-0.0181
1.2477,-0.1754,-0.0362
1.2799,-0.1801,-0.0557
1.3112,-0.183,-0.0792
1.3539,-0.1881,-0.1224
1.3801,-0.1903,-0.1522
1.4048,-0.1913,-0.1796
1.4275,-0.193,-0.2062
1.4434,-0.1994,-0.2355
1.4585,-0.1991,-0.2631
1.4768,-0.1901,-0.2866
1.4964,-0.1781,-0.3078
1.5162,-0.1683,-0.3279
1.5355,-0.1595,-0.3462
1.5531,-0.1502,-0.3628
1.5699,-0.14,-0.3784
1.5858,-0.1292,-0.3928
1.5992,-0.1173,-0.4041
1.6102,-0.1055,-0.4121
1.6185,-0.0926,-0.4161
1.6239,-0.0796,-0.4168
1.6224,-0.0694,-0.4156
1.6114,-0.0621,-0.4097
1.589,-0.0555,-0.399
1.5579,-0.0496,-0.3828
1.5186,-0.0445,-0.3608
1.4746,-0.0413,-0.333
1.428,-0.0396,-0.2983
1.3801,-0.0396,-0.2577
1.3329,-0.0403,-0.2138
1.289,-0.042,-0.1688
1.2482,-0.0469,-0.1244
1.211,-0.0537,-0.0804
1.1785,-0.0616,-0.0371
1.1492,-0.0716,0.0044
1.1236,-0.0838,0.043
1.1026,-0.0977,0.0801
1.0852,-0.1131,0.1136
1.0725,-0.1295,0.1454
1.0647,-0.1456,0.1754
1.0608,-0.1625,0.2028
1.061,-0.1793,0.2289
1.0664,-0.1962,0.2541
1.0774,-0.2128,0.2783
1.0928,-0.2296,0.3007
1.1126,-0.2472,0.3215
1.1365,-0.266,0.3415
1.1641,-0.2861,0.3611
1.1947,-0.3073,0.3794
1.2281,-0.3291,0.3968
1.2631,-0.3503,0.4126
1.2995,-0.3723,0.427
1.3366,-0.3933,0.4393
1.3754,-0.4134,0.4481
1.415,-0.4332,0.4537
1.4544,-0.4529,0.4576
1.4934,-0.4718,0.4593
1.5316,-0.4893,0.4588
1.5662,-0.5052,0.4549
1.5965,-0.5177,0.4471
1.6222,-0.5262,0.4366
1.6412,-0.5319,0.4251
1.6522,-0.5321,0.4139
1.6535,-0.5231,0.4004
1.643,-0.5035,0.385
1.6217,-0.4747,0.3674
1.5904,-0.4398,0.3469
1.5516,-0.4036,0.3235
1.5079,-0.3679,0.2985
1.4622,-0.3337,0.2734
1.4155,-0.3015,0.2504
1.3698,-0.2731,0.2299
1.3268,-0.2482,0.2133
1.2868,-0.226,0.2008
1.2494,-0.206,0.1918
1.2142,-0.1886,0.1854
1.1807,-0.173,0.1818
1.149,-0.1578,0.1813
1.1197,-0.1437,0.1835
1.0918,-0.1312,0.1879
1.0652,-0.1197,0.1932
1.0385,-0.1092,0.1991
1.0122,-0.0987,0.2055
0.988,-0.0894,0.2118
0.964,-0.0814,0.2189
0.9386,-0.0738,0.225
0.9135,-0.0669,0.2316
0.8888,-0.0613,0.2377
0.8666,-0.0567,0.2436
0.8463,-0.0537,0.2494
0.8275,-0.0523,0.2553
0.8111,-0.052,0.2607
0.7984,-0.052,0.2653
0.7889,-0.0535,0.2702
0.783,-0.0557,0.2748
0.7801,-0.0581,0.2785
0.7796,-0.0625,0.2827
0.7835,-0.0669,0.288
0.7913,-0.0716,0.2944
0.8021,-0.077,0.3007
0.8165,-0.0833,0.3073
0.8333,-0.0899,0.312
0.8514,-0.0972,0.3149
0.8705,-0.1048,0.3159
0.8883,-0.1116,0.3154
0.9044,-0.117,0.3127
0.9183,-0.1222,0.3061
0.9311,-0.127,0.2981
0.9428,-0.1312,0.2895
0.9528,-0.1351,0.2812
0.9611,-0.138,0.2729
0.9672,-0.14,0.2648
0.9701,-0.141,0.2563
0.9719,-0.1415,0.2467
0.9721,-0.1415,0.2377
0.9706,-0.1405,0.2289
0.9689,-0.139,0.2199
0.9672,-0.1373,0.2118
0.965,-0.1351,0.204
0.9626,-0.1336,0.1959
0.9604,-0.1314,0.1896
0.9574,-0.127,0.1845
0.9545,-0.1217,0.1791
0.9521,-0.1165,0.1732
0.9499,-0.1121,0.1678
0.9472,-0.108,0.1634
0.945,-0.1038,0.1576
0.942,-0.0999,0.1524
0.9391,-0.0965,0.148
0.9367,-0.0921,0.1424
0.934,-0.0872,0.1373
0.9311,-0.0826,0.1324
0.9291,-0.0782,0.1278
0.9269,-0.0743,0.1229
0.9225,-0.0704,0.1173
0.9174,-0.0672,0.1114
0.9113,-0.0633,0.1058
0.9056,-0.0589,0.1014
0.9003,-0.0552,0.0975
0.8949,-0.052,0.0945
0.8893,-0.0484,0.0926
0.8824,-0.045,0.0906
0.8768,-0.043,0.0882
0.871,-0.0418,0.0877
0.8639,-0.0408,0.086
0.8565,-0.0393,0.0843
0.848,-0.0386,0.0826
0.8399,-0.0388,0.0806
0.8311,-0.0381,0.0799
0.8223,-0.0362,0.0801
0.8135,-0.0342,0.0814
0.8045,-0.0342,0.0831
0.7952,-0.0344,0.0858
0.785,-0.0335,0.0899
0.7757,-0.034,0.095
0.7683,-0.0364,0.1007
0.761,-0.0381,0.1058
0.7527,-0.0384,0.1121
0.7429,-0.0381,0.1192
0.7322,-0.0374,0.1266
0.7214,-0.0371,0.1336
0.7107,-0.0388,0.1412
0.7007,-0.042,0.1485
0.6907,-0.0454,0.1564
0.6799,-0.0484,0.1649
0.6692,-0.053,0.1727
0.6586,-0.0589,0.1813
0.6474,-0.0647,0.1906
0.6354,-0.0711,0.1994
0.6225,-0.0777,0.2072
0.6105,-0.085,0.2138
0.5929,-0.0967,0.2257
0.5819,-0.1043,0.234
0.5702,-0.1116,0.2436
0.5578,-0.1192,0.2529
0.545,-0.1278,0.2612
0.5345,-0.1368,0.2682
0.5248,-0.1478,0.2748
0.5155,-0.1588,0.2805
0.5077,-0.1703,0.2853
0.5013,-0.1815,0.2917
0.4969,-0.1932,0.2976
0.4947,-0.2042,0.3029
0.494,-0.2147,0.3076
0.495,-0.2243,0.3125
0.5003,-0.2316,0.3178
0.5106,-0.237,0.3215
0.5157,-0.247,0.3242
0.5167,-0.2582,0.3279
0.5174,-0.2656,0.331
0.5196,-0.2712,0.3345
0.5253,-0.2748,0.3376
0.5333,-0.2783,0.3408
0.5438,-0.2817,0.3442
0.5534,-0.2844,0.3476
0.5631,-0.2853,0.3506
0.5736,-0.2861,0.353
0.5836,-0.2863,0.3562
0.5937,-0.2844,0.3586
0.6032,-0.2807,0.3606
0.6115,-0.2761,0.3626
0.6191,-0.2707,0.3643
0.6257,-0.2641,0.3652
0.6318,-0.2573,0.3665
0.6359,-0.2492,0.3689
0.6381,-0.2397,0.3709
0.6396,-0.2289,0.3718
0.6408,-0.2169,0.3733
0.6415,-0.2045,0.3753
0.6415,-0.193,0.3782
0.6403,-0.1803,0.3809
0.6396,-0.1678,0.3831
0.6396,-0.1564,0.3855
0.6398,-0.1446,0.387
0.6411,-0.1331,0.3872
0.6403,-0.1231,0.3862
0.6389,-0.1134,0.3848
0.6381,-0.1041,0.3823
0.6367,-0.0967,0.3787
0.6362,-0.0904,0.3753
0.6359,-0.0867,0.3723
0.6345,-0.0828,0.3684
0.6328,-0.0792,0.3635
0.6303,-0.0782,0.3591
0.6281,-0.0779,0.3552
0.6266,-0.0782,0.352
0.6262,-0.0799,0.3496
0.6259,-0.0823,0.3474
0.6269,-0.0855,0.3459
0.6296,-0.0906,0.345
0.6328,-0.0958,0.3452
0.6374,-0.1002,0.3464
0.6433,-0.1043,0.3481
0.6494,-0.1097,0.3511
0.6574,-0.116,0.3542
0.6657,-0.1217,0.3579
0.6753,-0.1258,0.3611
0.6848,-0.127,0.365
0.6933,-0.1268,0.3684
0.7026,-0.1275,0.3706
0.7129,-0.1292,0.3696
0.7251,-0.1314,0.3655
0.7393,-0.1344,0.3596
0.7549,-0.1361,0.353
0.7713,-0.1368,0.3457
0.7884,-0.1358,0.3393
0.8062,-0.1331,0.3325
0.825,-0.1297,0.3242
0.8448,-0.1251,0.3156
0.8656,-0.1182,0.3054
0.8868,-0.1094,0.2934
0.9086,-0.0987,0.2792
0.932,-0.0875,0.2624
0.9562,-0.0755,0.2426
0.9824,-0.0623,0.2204
1.0107,-0.0481,0.1967
1.0405,-0.0342,0.1722
1.0713,-0.0213,0.1466
1.1035,-0.0095,0.1192
1.1372,-0.0002,0.0901
1.1734,0.0081,0.0599
1.2115,0.0151,0.0274
1.2499,0.0205,-0.0068
1.2885,0.0247,-0.0418
1.3263,0.0249,-0.0787
1.3657,0.0232,-0.1153
1.4079,0.0215,-0.1517
1.4502,0.0169,-0.1876
1.4893,0.0076,-0.2223
1.523,-0.0044,-0.2563
1.5511,-0.0151,-0.288
1.5741,-0.0239,-0.3169
1.597,-0.0359,-0.3425
1.62,-0.0511,-0.3643
1.641,-0.0665,-0.3809
1.6627,-0.0796,-0.3916
1.6842,-0.0916,-0.3975
1.705,-0.1036,-0.399
1.7241,-0.1158,-0.3958
1.7414,-0.1275,-0.3894
1.7529,-0.1395,-0.3801
1.7571,-0.1537,-0.3677
1.7539,-0.1691,-0.354
1.7443,-0.1852,-0.3379
1.729,-0.2011,-0.3191
1.7092,-0.2172,-0.2983
1.6852,-0.2323,-0.2753
1.6586,-0.2463,-0.2494
1.63,-0.2604,-0.2206
1.6009,-0.2746,-0.1886
1.5714,-0.2873,-0.1537
1.5411,-0.2976,-0.117
1.511,-0.3044,-0.0809
1.4837,-0.3088,-0.0462
1.4573,-0.3098,-0.0147
1.4324,-0.3083,0.0154
