accx,accy,accz
0.9132,-0.129,-0.3872
0.9281,-0.1104,-0.3728
0.9333,-0.1263,-0.288
0.8805,-0.1695,-0.1891
0.824,-0.194,-0.1542
0.7705,-0.1906,-0.1385
0.7715,-0.1835,-0.1136
0.814,-0.1649,-0.1141
0.8451,-0.1473,-0.151
0.8233,-0.1214,-0.1783
0.8033,-0.1036,-0.139
0.835,-0.1048,-0.0801
0.8612,-0.1151,-0.0335
0.8482,-0.1153,-0.0159
0.8414,-0.1244,-0.0115
0.8968,-0.1331,0.01
0.9784,-0.1314,0.0413
1.0305,-0.1231,0.0188
1.0456,-0.0811,-0.045
1.0779,-0.0279,-0.0472
1.1802,-0.0276,0.0235
1.233,-0.0855,0.0557
1.2486,-0.1363,0.053
1.2557,-0.1561,0.0296
1.2144,-0.1287,-0.1226
1.3158,-0.0589,-0.2636
1.3652,-0.0012,-0.2116
1.5047,-0.0276,-0.2563
1.4348,-0.1038,-0.3276
1.137,-0.1857,-0.3635
0.996,-0.1761,-0.245
0.9066,-0.1192,-0.1459
0.867,-0.0865,-0.1788
0.8717,-0.1038,-0.2643
0.9052,-0.1351,-0.3174
0.9457,-0.1314,-0.3166
0.9017,-0.1068,-0.309
0.8411,-0.0862,-0.2514
0.7928,-0.0816,-0.1378
0.7869,-0.0594,-0.0877
0.7371,-0.0518,-0.1549
0.7217,-0.0584,-0.1906
0.7471,-0.0999,-0.1285
0.7952,-0.1327,-0.0867
0.8182,-0.1502,-0.0242
0.8443,-0.1539,0.0283
0.8895,-0.1309,0.0366
0.8069,-0.1849,0.055
0.7974,-0.2206,0.0462
0.9069,-0.2072,0.0083
0.9569,-0.184,0.0005
0.9245,-0.1964,0.0418
0.9174,-0.2421,0.159
0.9528,-0.2841,0.2485
1.082,-0.2687,0.1862
1.2298,-0.1757,0.0621
1.3364,-0.0809,-0.0393
1.3432,-0.0616,-0.0107
1.341,-0.0899,0.095
1.4072,-0.0901,0.1197
1.3967,-0.2453,-0.1092
1.3908,-0.4996,-0.2301
1.5093,-0.506,0.0794
1.4639,-0.4102,0.0071
1.1157,-0.2707,-0.2267
0.8165,-0.1605,-0.3037
0.7349,-0.1197,-0.399
0.8016,-0.1134,-0.6086
0.8773,-0.0677,-0.6264
0.8289,-0.063,-0.3301
0.8431,-0.0945,0.0836
0.8707,-0.098,0.2624
0.8265,-0.1004,0.0577
0.7791,-0.1329,-0.1153
0.794,-0.1463,-0.1915
0.8006,-0.14,-0.1302
0.7876,-0.1055,-0.0542
0.7647,-0.0545,-0.0342
0.7285,-0.0401,-0.0545
0.7119,-0.0498,-0.0151
0.8109,-0.0437,0.0088
0.9311,-0.0107,-0.0151
1.0073,0.0303,-0.0342
0.9904,0.0144,0.0266
0.9814,-0.021,0.1576
1.0229,-0.0599,0.3577
1.0498,-0.0315,0.4153
1.0635,0.0574,0.149
1.0376,0.1849,-0.0977
0.9442,0.2301,-0.2639
0.9965,0.1505,-0.0437
1.1556,0.053,0.152
1.372,0.0684,0.0406
1.5404,0.021,-0.1136
1.5826,0.0459,-0.2797
1.0139,-0.1104,-0.431
0.6826,-0.1358,-0.2257
0.4547,-0.1317,-0.12
0.6665,-0.0501,-0.0909
1.1243,0.0826,-0.3176
1.2626,0.0738,-0.6159
1.2819,0.0242,-0.7102
1.0065,-0.086,-0.6125
1.019,-0.0491,-0.2612
1.1292,-0.0064,-0.2448
1.1529,-0.0515,-0.4999
1.1678,-0.1708,-0.5233
1.074,-0.3994,-0.4168
0.9406,-0.7359,-0.128
0.8153,-0.8033,0.3584
0.8211,-0.5961,0.5793
0.8245,-0.3977,0.4253
0.8304,-0.2607,0.2768
0.9012,-0.1962,0.1556
0.9401,-0.1393,0.118
1.0024,-0.0801,0.2086
1.0598,-0.0186,0.3838
1.0495,-0.0318,0.3889
1.0982,-0.12,0.2888
1.2125,-0.1554,0.3254
1.2592,-0.0706,0.4332
1.0564,-0.0142,0.4102
0.6994,-0.1693,0.4376
0.5922,-0.4351,0.9113
0.8314,-0.3655,1.1118
0.9149,-0.5956,0.256
1.2894,-0.288,0.0572
1.8704,0.1749,0.4654
1.3215,0.2028,-0.0525
0.8236,0.1671,-0.3452
1.0144,0.1925,-0.1529
1.3146,0.1749,-0.215
1.3757,0.1378,-0.4158
1.3415,0.1366,-0.2453
1.1189,0.0992,0.1346
0.9352,0.0953,0.1693
0.8668,0.0936,0.0093
0.89,0.0396,-0.1038
0.9899,-0.0037,-0.0415
1.0407,-0.0171,0.0384
0.9047,-0.0418,0.0875
0.72,-0.0601,0.117
0.6985,-0.065,0.1896
0.7136,-0.119,0.148
0.738,-0.1681,0.0217
0.8013,-0.1915,-0.0142
0.9416,-0.151,0.1031
1.0229,-0.1129,0.1598
1.0229,-0.108,0.1229
1.0004,-0.12,0.1229
0.9547,-0.141,0.1417
0.9254,-0.1163,0.1202
0.8917,-0.0362,0.0818
0.8275,0.0081,0.0479
0.8282,0.0281,0.0801
0.9132,0.0117,0.1371
0.9792,0.0125,0.0892
1.0107,0.001,0.0249
1.0241,-0.0173,0.0985
1.0339,-0.0264,0.2223
1.0544,-0.0584,0.2028
1.1004,-0.1024,0.1393
1.135,-0.1114,0.1537
1.1617,-0.0804,0.0469
1.3234,-0.0493,-0.0711
1.5267,-0.0452,-0.0721
1.7964,-0.0572,-0.0388
1.8606,-0.1048,-0.0726
1.3693,-0.1717,-0.1422
1.0664,-0.1722,-0.1046
0.9323,-0.1241,-0.1085
0.8727,-0.0848,-0.2292
0.8722,-0.0828,-0.3303
0.9716,-0.1292,-0.3391
1.0227,-0.1588,-0.2585
0.9697,-0.1571,-0.1864
0.8614,-0.1226,-0.162
0.7544,-0.0938,-0.1141
0.7104,-0.0638,-0.0672
0.7141,-0.0293,-0.1207
0.7395,-0.0303,-0.1891
0.7229,-0.1004,-0.1766
0.6672,-0.1952,-0.0794
0.7166,-0.2362,0.033
0.7872,-0.2502,0.0376
0.8189,-0.2309,0.0044
0.8714,-0.1749,-0.0406
0.9477,-0.1055,-0.0481
0.8915,-0.1202,0.0699
0.9078,-0.1527,0.1014
0.9792,-0.163,0.066
0.9912,-0.1805,0.0435
0.9572,-0.2233,0.0413
1.0002,-0.226,0.0936
1.0684,-0.2162,0.141
1.1297,-0.1688,0.066
1.1118,-0.1222,0.0049
1.1157,-0.1268,0.0611
1.1649,-0.1964,0.0667
1.1961,-0.2778,0.0381
1.2626,-0.4266,0.0139
1.3767,-0.4972,-0.0621
1.6124,-0.3985,-0.0765
1.4927,-0.2436,-0.3283
1.2694,-0.1329,-0.5042
1.0718,-0.1385,-0.4529
0.9289,-0.2162,-0.2783
0.912,-0.2443,-0.1788
0.9819,-0.1864,-0.2011
0.9897,-0.1529,-0.2956
1.0136,-0.1185,-0.4016
1.0058,-0.0899,-0.3924
0.942,-0.0794,-0.268
0.8607,-0.0933,-0.0826
0.7757,-0.1336,0.0093
0.7097,-0.1659,0.0164
0.6875,-0.1754,-0.0186
0.6882,-0.1544,-0.0677
0.7034,-0.0897,-0.1195
0.7231,-0.0442,-0.1004
0.7236,-0.055,-0.0093
0.7273,-0.1033,0.0479
