accx,accy,accz
0.5446,-0.0743,0.0496
0.6591,-0.0564,0.0643
0.7835,-0.0467,0.0442
0.8025,-0.0535,0.044
0.7691,-0.0755,0.0486
0.7615,-0.0826,0.0667
0.8419,-0.0792,0.0447
0.9621,-0.0643,0.0362
1.1248,-0.0498,0.0217
1.2648,-0.0684,0.0462
1.3066,-0.053,0.1143
1.2372,-0.0347,0.1212
1.1868,-0.0337,0.0767
1.2279,-0.0344,0.0547
1.3368,-0.0809,-0.0281
1.6005,-0.1874,-0.0865
1.5516,-0.1373,-0.2678
1.3083,-0.0677,-0.2753
1.0009,-0.0398,-0.1571
0.7681,-0.0547,-0.1266
0.698,-0.0931,-0.1783
0.8267,-0.1517,-0.182
1.05,-0.1727,-0.1395
1.1722,-0.1595,-0.0388
1.0979,-0.16,0.0235
0.9318,-0.1515,0.0508
0.7847,-0.1146,0.1136
0.677,-0.0591,0.1094
0.6012,-0.0156,0.0523
0.5653,0.0105,0.0469
0.6613,-0.0222,0.0428
0.7972,-0.0711,-0.0259
0.8707,-0.0748,-0.0269
0.879,-0.0801,0.0252
0.8617,-0.1114,0.02
0.8751,-0.1459,-0.0178
0.9547,-0.1488,-0.0139
1.1253,-0.1681,0.0672
1.2616,-0.2196,0.1397
1.2892,-0.1952,0.1415
1.1722,-0.2003,0.1107
1.0312,-0.2147,0.15
1.0276,-0.1935,0.1073
1.0451,-0.1886,-0.0801
1.2313,-0.2069,-0.1673
1.4517,-0.2174,-0.1774
1.5372,-0.2025,-0.1805
1.244,-0.1459,-0.2775
1.0126,-0.1038,-0.334
0.8868,-0.0445,-0.2956
0.9005,0.0083,-0.1283
0.9144,0.0386,0.03
0.9125,0.0252,0.044
0.9408,-0.0401,-0.0164
0.9115,-0.1168,0.0002
0.8651,-0.1766,0.0279
0.7813,-0.1845,0.0154
0.7112,-0.1258,0.0049
0.6806,-0.0472,-0.0024
0.6902,0.0286,-0.0137
0.742,0.0665,-0.0254
0.7999,0.0083,-0.0454
0.8331,-0.0821,-0.0217
0.8595,-0.1068,0.0215
0.9442,-0.0713,0.0376
0.9692,-0.0564,0.0137
0.9328,-0.0388,0.0669
0.9176,-0.0042,0.1163
0.9499,-0.0432,0.1534
1.0339,-0.0672,0.1432
1.1365,-0.0178,0.0994
1.1973,0.0115,0.0889
1.1722,-0.0198,0.0599
1.2213,-0.0752,0.1432
1.4297,-0.2675,0.0257
1.7397,-0.4356,-0.0467
1.6691,-0.1947,-0.2998
1.1886,0.0281,-0.2294
0.8582,0.0901,-0.1688
0.7359,0.0777,-0.1595
0.8382,0.0129,-0.2042
1.0334,-0.0772,-0.2169
1.1903,-0.1361,-0.0767
1.1297,-0.1715,0.0415
0.953,-0.2011,0.0794
0.7539,-0.2062,0.0862
0.6113,-0.1754,0.0948
0.5419,-0.108,0.1048
0.4703,-0.0437,0.1021
0.4749,-0.0274,0.0261
0.6496,-0.0865,-0.0469
0.836,-0.1353,-0.0569
0.9345,-0.1309,-0.0042
0.9533,-0.1002,0.0151
0.9347,-0.075,0.0071
0.9252,-0.0789,0.0117
0.9298,-0.1224,0.0264
1.0432,-0.1857,0.0555
1.2286,-0.2272,0.1178
1.3405,-0.2519,0.0547
1.3295,-0.2323,-0.0012
1.3029,-0.2045,-0.009
1.2242,-0.1906,-0.073
1.3144,-0.3003,-0.2941
1.5408,-0.2321,-0.2988
1.5108,-0.0826,-0.2243
1.136,-0.0064,-0.1666
0.8267,-0.0286,-0.0735
0.6689,-0.0699,-0.0049
0.7476,-0.1766,-0.0147
0.8732,-0.1556,0.0308
0.9811,-0.0616,0.0762
